,exact_matches,partial_matches,len_cosine_sim_truth,missing_from_truth,len_summ,len_truth,total_inserted,cosine_sim_pat_extract,pat_in_extracted_sentence,pxtraced_pattern_not_in_text_hall,pxtraced_pattern_in_text_hall,extracted_sentence_not_in_text_hall,extracted_sentence_in_text_hall,set_summ,set_truth,cosine_sim_truth,try_count,len_recognized_patterns,misperid
31,0,4,0,1,14,5,14,0.35270962,4,2,13,1,14,"{'shopping mall discussion pattern', 'political fringer meeting pattern', 'river area lunch meeting pattern', 'national park day trip pattern', 'couch surfing between friends pattern', 'abusive household escape pattern', 'book club visit pattern', 'self harm attempt pattern', 'river area near home pattern', 'couch surfing at shopping mall pattern', 'national park excursion pattern', 'couch surfing after escape pattern', 'remote natural area visit pattern', 'national park remote area pattern'}","{'recent escape from abusive household', 'associated with political fringe group', 'was couch surfing', 'religious or spiritual pilgrimage', 'known to frequent remote areas'}",[],1,14,6234
32,1,1,0,0,16,2,16,0.55604506,1,16,0,2,14,"{'unplanned hiking trip pattern', 'lost while hiking pattern', 'night out with friend pattern', 'withdrawn and drug house connection pattern', 'unfamiliar area hiking pattern', 'considering drug house visit pattern', 'drug house encounter pattern', 'vanishing after partying pattern', 'seen entering drug house pattern', 'disorientation while hiking pattern', 'attempted to visit juvenile center pattern', 'fascination with drug houses pattern', 'stumbling into drug house pattern', 'separation from group pattern', 'missing in drug house pattern', 'safe house encounter pattern'}","{'missing after night out', 'lost while hiking'}",[],1,16,6239
33,4,1,0,0,15,3,15,0.6579923,0,38,0,4,34,"{'last seen leaving house pattern', 'last seen at bingo hall pattern', 'last seen near shelter pattern', 'squatting at friend place pattern', 'self harm attempt pattern', 'vehicle found abandoned near shelter pattern', 'disconnected from support services pattern', 'seen with family member pattern', 'sister contacted authority pattern', 'last seen leaving shelter pattern', 'vehicle found abandoned near safe house pattern', 'wrong turn during walk pattern', 'last seen on regular route pattern', 'deviation from usual route pattern', 'disconnected from support services and squatting pattern'}","{'vehicle found abandoned', 'believed to be squatting', 'disconnected from support services'}",[],1,15,6299
34,0,1,0,0,8,1,8,0.3301032,0,10,0,2,8,"{'concerned family pattern', 'lost track of time pattern', 'communication breakdown pattern', 'self harm attempt pattern', 'secluded location pattern', 'friend involvement pattern', 'no foul play pattern', 'unplanned travel pattern'}",{'travelled without telling family'},[],2,8,6383
35,1,2,1,2,19,6,19,0.72578645,0,96,0,6,90,"{'intentional departure pattern', 'self harm attempt pattern', 'dementia issues pattern', 'remote island pilgrimage pattern', 'distracted behavior pattern', 'cliff visits pattern', 'disorientation in unfamiliar terrain pattern', 'remote island visit pattern', 'cliff nearby pattern', 'medical clinic visits pattern', 'disorientation between familiar locations pattern', 'unexpected departure pattern', 'cliff visit plans pattern', 'suicidal ideation pattern', 'spiritual pilgrimage pattern', 'cliff visit desire pattern', 'adventurous spirit pattern', 'familiar location visits pattern', 'cliff visit pattern'}","{'vanished during seasonal work', 'lost while hiking', 'religious or spiritual pilgrimage', 'suicidal ideation', 'left job unexpectedly', 'visiting remote island'}","[('left job unexpectedly', 'unexpected departure pattern')]",3,19,6395
36,0,1,0,3,5,4,5,0.3870738,2,4,3,1,6,"{'safe house relocation pattern', 'off grid fantasies pattern', 'repeated locker room visits pattern', 'exploring locker rooms pattern', 'off grid behavior pattern'}","{'concerns over addiction', 'visiting remote island', 'living off grid', 'missed work with no contact'}",[],1,5,6486
37,0,1,0,1,9,2,9,0.45737687,1,18,5,0,23,"{'unfulfilled meeting pattern', 'sudden departure pattern', 'unfulfilled appointment pattern', 'alleyway document leaving pattern', 'harmful behavior pattern', 'alleyway entry pattern', 'unexplained absence pattern', 'document leaving pattern', 'communication cut off pattern'}","{'left passport and documents', 'cut off communications'}",[],1,9,6512
38,0,1,0,0,4,1,4,0.16264036,0,27,0,0,27,"{'unplanned trip pattern', 'impulsive departure pattern', 'fringe group association pattern', 'shed association pattern'}",{'associated with political fringe group'},[],1,4,6529
39,0,1,0,1,7,2,7,0.40100345,1,24,0,2,22,"{'boat related disappearance pattern', 'disorientation in barn pattern', 'attempt to flee pattern', 'self harm attempt pattern', 'foreign travel pattern', 'ferry related disappearance pattern', 'disorientation pattern'}","{'abduction suspicion', 'foreign travel suspected'}",[],1,7,6542
40,2,0,0,1,16,2,16,0.4192137,2,26,1,4,23,"{'cliff area frequentation pattern', 'cliff search pattern', 'school project meeting pattern', 'cliff discussion pattern', 'romantic rejection departure pattern', 'fairground arcade pattern', 'cliff fairground pattern', 'romantic rejection alone pattern', 'friend wandering pattern', 'ride exploration pattern', 'fairground meeting pattern', 'school departure pattern', 'cliff approach after alone request pattern', 'cliff approach pattern', 'cliff area alone request pattern', 'cliff edge approach pattern'}","{'romantic rejection', 'recent bereavement'}",[],1,16,6575
41,0,0,1,0,3,1,3,1.0000001,1,5,0,0,5,"{'abrupt leaving pattern', 'self harm attempt pattern', 'search operations pattern'}",{'left job unexpectedly'},"[('left job unexpectedly', 'abrupt leaving pattern')]",1,3,6577
42,0,3,0,2,18,5,18,0.45602158,0,18,0,2,16,"{'vehicle abandonment near church pattern', 'riverbank approach pattern', 'dementia disorientation pattern', 'unintentional detour pattern', 'river vehicle abandonment pattern', 'cave visit pattern', 'self harm attempt pattern', 'sudden communication cut pattern', 'unplanned wander pattern', 'creative expression pattern', 'river wander pattern', 'tunnel entry pattern', 'river confusion pattern', 'cafe visit pattern', 'solitude indication pattern', 'vehicle abandonment pattern', 'cave confusion pattern', 'missed appointment pattern'}","{'vehicle found abandoned', 'cut off communications', 'has history of trauma', 'active on social media before vanishing', 'left creative works behind'}",[],1,18,6609
43,0,0,0,0,6,0,6,0.2564269,0,6,0,0,6,"{'solitude pattern', 'disorientation due to dementia', 'disorientation near familiar location', 'no show pattern', 'family intervention pattern', 'disorientation near water source'}",set(),[],1,6,6635
44,0,1,0,0,14,1,14,0.47690892,0,14,0,1,13,"{'police location discovery pattern', 'online group contact pattern', 'self harm attempt pattern', 'gas station encounter pattern', 'visit failure pattern', 'emotional conversation pattern', 'online group engagement pattern', 'safe at home pattern', 'residence last seen pattern', 'regular meeting location last seen pattern', 'online group involvement pattern', 'unusual behavior pattern', 'online group suspicion pattern', 'residence discovery after search pattern'}",{'in touch with unknown online group'},[],1,14,6636
45,1,2,0,3,12,6,12,0.30170783,8,10,2,1,11,"{'sudden absence pattern', 'unusual commute pattern', 'off grid aspiration pattern', 'sudden departure pattern', 'hiking frequency pattern', 'document abandonment pattern', 'construction site frequency pattern', 'desire to disappear pattern', 'construction site financial stress pattern', 'identity crisis disappearance pattern', 'construction site vulnerability pattern', 'running group frequency pattern'}","{'did not collect medication', 'left passport and documents', 'unpaid debts', 'identity crisis', 'expressed desire to disappear', 'living off grid'}",[],1,12,6681
46,0,1,0,1,6,2,6,1.0,1,64,0,0,64,"{'exploring new places pattern', 'trying to make sense of life changes pattern', 'searching for family pattern', 'running away from home pattern', 'attempt to reconnect pattern', 'self harm attempt pattern'}","{'disowned by family', 'last seen at train station'}",[],2,6,6722
47,0,0,0,1,3,1,3,0.20009431,1,3,18,0,21,"{'exploring underground bunker pattern', 'exploring swamp pattern', 'exploring basement pattern'}",{'linked to organized protest'},[],1,3,6729
48,2,0,0,2,8,4,8,0.52897424,0,16,0,1,15,"{'vanished during seasonal work pattern', 'exploring new places pattern', 'lost in familiar area pattern', 'found at uncles house pattern', 'self harm attempt pattern', 'believed to be in forested area pattern', 'forest orchard disappearance pattern', 'found distressed in orchard pattern'}","{'believed to be in forested area', 'overdue return from walk', 'unknown medical condition', 'vanished during seasonal work'}",[],1,8,6760
49,0,3,0,3,5,6,5,0.28084093,0,126,0,6,120,"{'sudden return pattern', 'self harm attempt pattern', 'survivalist community involvement pattern', 'squatting pattern', 'online group involvement pattern'}","{'travelled without telling family', 'possibly involved in cult', 'part of survivalist community', 'suspected to be squatting', 'recently outed lgbtq  identity', 'in touch with unknown online group'}",[],1,5,6792
50,2,1,1,2,6,6,6,0.13486323,0,0,19,0,19,"{'heading towards snowy area pattern', 'abrupt departure pattern', 'sudden absence pattern', 'disconnected from support services pattern', 'cut off communications pattern', 'avoid authorities pattern'}","{'cut off communications', 'possibly involved in cult', 'disconnected from support services', 'known to avoid authorities', 'has gone missing before', 'abduction suspicion'}","[('has gone missing before', 'sudden absence pattern')]",1,6,6827
51,0,1,0,0,19,1,19,0.44413581,1,25,0,2,23,"{'safe family discovery pattern', 'self harm attempt pattern', 'solo hiking trip failure pattern', 'dementia vulnerability pattern', 'disorientation pattern', 'illegal site visitation pattern', 'bingo outing failure pattern', 'unusual location discovery pattern', 'vulnerability pattern', 'hiking trip failure pattern', 'illegal site revisit pattern', 'unrelated address discovery pattern', 'safe discovery pattern', 'fatigue disorientation pattern', 'walking route failure pattern', 'cave getting lost pattern', 'cave exploration pattern', 'illegal site encounter pattern', 'unrelated location discovery pattern'}",{'disappeared after hiking trip'},[],1,19,6869
52,3,1,0,2,7,4,7,0.42824665,0,7,0,0,7,"{'avoiding social services due to addiction pattern', 'avoiding custody arrangements pattern', 'avoiding social services with addiction issues pattern', 'boarding airplane without notification pattern', 'avoiding social services with addiction issues and airplane sighting pattern', 'avoiding authorities after airplane sighting pattern', 'wandering off pattern'}","{'concerns over addiction', 'left in middle of night', 'avoiding social services', 'has gone missing before'}",[],1,7,6875
53,0,2,1,1,10,4,10,0.35455948,2,9,1,0,10,"{'abrupt departure pattern', 'uninformed travel pattern', 'visiting familiar places pattern', 'avoid traffic pattern', 'sleeping rough plans pattern', 'exploring new paths pattern', 'financial stress discussion pattern', 'unverified arrival pattern', 'sleeping rough confession pattern', 'fresh start intention pattern'}","{'travelled without telling family', 'financial difficulties', 'believed to be in another city', 'planned to sleep rough'}","[('travelled without telling family', 'uninformed travel pattern')]",1,10,6918
54,0,3,0,1,9,4,9,0.38946685,4,9,6,1,14,"{'gang territory visit pattern', 'stranger contact pattern', 'family event absence pattern', 'self harm attempt pattern', 'solitude evasion pattern', 'sister contact pattern', 'bar visit pattern', 'communication cut off pattern', 'avoiding authorities pattern'}","{'known to avoid authorities', 'believed to be in forested area', 'cut off communications', 'contacted a stranger before vanishing'}",[],1,9,6927
55,1,3,0,0,13,4,13,0.14179672,12,14,0,14,0,"{'foreign travel suspected pattern', 'camping pattern', 'squatting near ocean pattern', 'unplanned city exploration pattern', 'ocean fascination pattern', 'friend involved pattern', 'self harm attempt pattern', 'family member involved pattern', 'solo travel pattern', 'squatting pattern', 'online group involvement pattern', 'ocean arcade escape pattern', 'friend accompanied pattern'}","{'in touch with unknown online group', 'believed to be camping', 'suspected to be squatting', 'foreign travel suspected'}",[],1,13,6971
56,1,2,0,2,12,5,12,0.53100055,4,8,4,0,12,"{'friend house visit pattern', 'grocery store visit after casino visit pattern', 'sea kayaking related incident pattern', 'multiple incident sites pattern', 'estrangement with visa issue concerns pattern', 'visa issue related solitude pattern', 'off grid living with visa issues pattern', 'foster case status with sea kayaking accident pattern', 'visa issue related departure pattern', 'sea kayaking related speculation pattern', 'travel related stressful situation pattern', 'travel related site visit pattern'}","{'last seen near river', 'possible sea kayaking accident', 'estranged from relatives', 'suspected visa issues', 'living off grid'}",[],1,12,6985
57,0,3,1,1,10,5,10,0.49664372,0,11,0,0,11,"{'rest area with new partner pattern', 'storm drain after exploring pattern', 'well after wandering pattern', 'well after exploring storm drains pattern', 'rest area after alone pattern', 'well feeling disoriented pattern', 'rest area after rejection pattern', 'rest area after previous disappearance pattern', 'storm drain feeling vulnerable pattern', 'self disconnect pattern'}","{'romantic rejection', 'left during storm', 'disconnected utilities before leaving', 'has gone missing before', 'new romantic partner unknown to others'}","[('disconnected utilities before leaving', 'self disconnect pattern')]",1,10,6989
58,0,1,0,0,25,1,25,0.4035294,23,24,1,24,1,"{'acting erratically in public pattern', 'sudden behavior change pattern', 'self harm attempt pattern', 'found safely in remote location pattern', 'influenced by friend pattern', 'heading towards border area pattern', 'went missing near border area pattern', 'overwhelmed by daily pressures pattern', 'located safely after thorough search pattern', 'enjoys hiking pattern', 'found safely at friend location pattern', 'mother reported erratic behavior pattern', 'located at initial departure point pattern', 'spontaneous travel pattern', 'heading towards familiar location pattern', 'frequent office location pattern', 'found safely after brief period pattern', 'stable life disappearance pattern', 'victim again pattern', 'attended professional event pattern', 'last seen in border area pattern', 'traced to familiar location pattern', 'found safely after family tracing pattern', 'acting erratically in border area pattern', 'found safely at familiar location pattern'}",{'noted to act erratically'},[],1,25,7016
59,1,1,0,1,16,3,16,0.45136082,14,2,14,0,16,"{'digital footprint leads to safe location pattern', 'mobility impairment leads to distress pattern', 'sudden online cease pattern', 'police traced to acquaintance home pattern', 'active social media posts hiding struggles pattern', 'last sighting near warehouse pattern', 'found upset in alleyway pattern', 'concerning social media posts pattern', 'unusual activity pattern', 'couchsurfing to avoid foster home pattern', 'instability in living arrangements pattern', 'wandering toward alleyway pattern', 'heading toward construction site pattern', 'boarding school search pattern', 'mental health issues pattern', 'mobility impairment leads to wandering pattern'}","{'mental health issues', 'active on social media before vanishing', 'was couch surfing'}",[],1,16,7118
60,2,2,0,0,11,3,11,0.6127429,0,17,0,2,15,"{'no contact with friends pattern', 'wandered off from shopping mall with medical condition pattern', 'wandered off from study group with medical condition pattern', 'creative works left behind pattern', 'wandered off from shopping mall with no contact pattern', 'self harm attempt pattern', 'wandered off from shopping mall pattern', 'wandered off from farm with no contact pattern', 'wandered off from cafe with medical condition pattern', 'wandered off unnoticed pattern', 'creative works left behind and no contact pattern'}","{'left creative works behind', 'no contact with close friends', 'unknown medical condition'}",[],1,11,7132
61,0,5,0,0,13,5,13,0.49606237,8,10,6,2,14,"{'planning to stop by fast food', 'self harm attempt pattern', 'seeking refuge in another city', 'exploring nearby area pattern', 'venturing onto the boat', 'wandering into thick woods pattern', 'planning to sleep rough pattern', 'disconnecting utilities pattern', 'exploring scenic routes pattern', 'fascination with new life pattern', 'traveling to another city', 'wandering off pattern', 'declining authority engagement'}","{'planned to sleep rough', 'seeking solitude', 'believed to be in another city', 'disconnected utilities before leaving', 'interested in starting new life'}",[],1,13,7146
62,0,2,0,0,4,2,4,0.22168805,0,1,21,1,21,"{'new partner encounter pattern', 'sudden departure pattern', 'estranged family member pattern', 'self harm attempt pattern'}","{'estranged from relatives', 'new romantic partner unknown to others'}",[],1,4,7163
63,0,0,0,2,5,2,5,0.31075162,3,3,2,0,5,"{'sudden departure pattern', 'safe location discovery pattern', 'self harm threat pattern', 'cemetery visit pattern', 'cemetery inquiry pattern'}","{'had spoken of disappearing', 'noted to act erratically'}",[],1,5,7179
64,0,2,0,2,4,4,4,0.30851257,0,72,0,3,69,"{'abandoned building pattern', 'job abandonment pattern', 'self harm attempt pattern', 'communication cut off pattern'}","{'left phone at home', 'avoiding social services', 'cut off communications', 'left job unexpectedly'}",[],1,4,7238
65,1,3,0,1,16,5,16,0.40215093,16,4,12,4,12,"{'hiding near water pattern', 'shed near water pattern', 'exploring areas pattern', 'found in shed pattern', 'found at relative house pattern', 'suspicious behavior pattern', 'suspicious interactions pattern', 'deportation fear pattern', 'family conflict pattern', 'solitude seeking pattern', 'secluded areas pattern', 'familiar route pattern', 'abduction suspicion pattern', 'deportation fear and support disengagement pattern', 'wandering off pattern', 'exploring during weather pattern'}","{'left during storm', 'disowned by family', 'has gone missing before', 'fear of deportation', 'abduction suspicion'}",[],1,16,7288
66,0,4,0,0,4,4,4,0.44654313,0,21,10,3,28,"{'camping in forested area pattern', 'involvement in criminal activity pattern', 'leaving creative works behind pattern', 'disappearance reported by family member pattern'}","{'left creative works behind', 'believed to be in forested area', 'believed to be camping', 'involved in criminal activity'}",[],1,4,7324
67,0,2,0,2,9,4,9,0.49283886,0,10,0,1,9,"{'train bridge wandering pattern', 'storm ocean venture pattern', 'bridge wandering pattern', 'disagreement wandering pattern', 'familiar bridge attraction pattern', 'ocean wandering pattern', 'self harm attempt pattern', 'storm wandering pattern', 'medical condition bridge pattern'}","{'disowned by family', 'left during storm', 'lived in converted van', 'unknown medical condition'}",[],1,9,7372
68,0,1,1,3,10,5,10,0.49786973,2,32,0,1,31,"{'road disappearance pattern', 'hospital disappearance pattern', 'factory disappearance pattern', 'juvenile center to factory disappearance pattern', 'self harm attempt pattern', 'attic disappearance pattern', 'relative home disappearance pattern', 'underground bunker lock in pattern', 'friend home disappearance pattern', 'underground bunker disappearance pattern'}","{'possible ferry boarding', 'unknown medical condition', 'chronic illness stress', 'left job unexpectedly', 'new romantic partner unknown to others'}","[('unknown medical condition', 'hospital disappearance pattern')]",1,10,7469
69,0,1,0,0,6,1,6,0.42254615,1,6,0,1,5,"{'unfamiliar location disorientation pattern', 'doctor recommendation trouble pattern', 'self harm attempt pattern', 'health concern guidance pattern', 'dementia disorientation pattern', 'storm abandonment pattern'}",{'left during storm'},[],1,6,7479
70,0,4,1,0,11,5,11,0.3694582,4,0,11,0,11,"{'leaving after disconnection pattern', 'bus travel with feeling unsafe pattern', 'bus boarding with concerns pattern', 'inadvertent bus travel pattern', 'vehicle abandonment with bus travel pattern', 'bus boarding with vehicle abandonment pattern', 'vehicle abandonment in wilderness pattern', 'vanishing during seasonal work pattern', 'bus travel to wilderness pattern', 'unplanned travel pattern', 'bus boarding with friend pattern'}","{'travelled without telling family', 'vehicle found abandoned', 'vanished during seasonal work', 'disconnected utilities before leaving', 'believed to be in another city'}","[('travelled without telling family', 'unplanned travel pattern')]",1,11,7511
71,0,1,0,0,5,1,5,0.44941986,0,13,0,1,12,"{'mountain area repeated visit pattern', 'online group contact pattern', 'self harm attempt pattern', 'online group engagement pattern', 'online group influence pattern'}",{'in touch with unknown online group'},[],1,5,7594
72,0,0,1,0,13,1,13,0.38175318,1,4,9,1,12,"{'train boarding pattern', 'bingo hall visit pattern', 'train to forest pattern', 'solace in nature pattern', 'forest visit pattern', 'train departure pattern', 'cruise ship couchsurfing pattern', 'rehab center visit pattern', 'couchsurfing with friend pattern', 'couchsurfing near fishing area pattern', 'couchsurfing between homes pattern', 'bingo hall separation pattern', 'frequent fishing area visit pattern'}",{'was couch surfing'},"[('was couch surfing', 'couchsurfing near fishing area pattern')]",1,13,7668
73,2,0,0,1,5,3,5,0.3165685,4,5,6,2,9,"{'domestic violence escape pattern', 'back road disappearance pattern', 'mall disorientation pattern', 'chronic illness stress pattern', 'travel related escape pattern'}","{'suicidal ideation', 'domestic violence escape', 'chronic illness stress'}",[],1,5,7686
74,0,3,0,0,13,3,13,0.31773454,13,6,30,6,30,"{'searched at familiar locations pattern', 'failed to arrive at meeting pattern', 'erratic behavior leading to disappearance pattern', 'erratic behavior after meeting new partner pattern', 'lack of contact with friends pattern', 'found at familiar location after search pattern', 'seen at familiar location pattern', 'memory loss leading to disappearance pattern', 'confused locations leading to disappearance pattern', 'failed to attend family event pattern', 'found at residential address after disappearing pattern', 'vacation spot near medical facility pattern', 'no report pattern'}","{'noted to act erratically', 'no contact with close friends', 'new romantic partner unknown to others'}",[],1,13,7717
75,2,3,0,1,10,6,10,0.40967894,0,10,0,2,8,"{'lgbtq identity disclosure linked disappearance pattern', 'friend conversation pattern', 'snow area disorientation pattern', 'disorientation on hiking trail pattern', 'office departure pattern', 'repeated feeling of unsafety pattern', 'sudden religious conversion linked disappearance pattern', 'romantic rejection linked disappearance pattern', 'friend accompanied disappearance pattern', 'organized protest linked disappearance pattern'}","{'romantic rejection', 'sudden religious conversion', 'linked to organized protest', 'recently moved to area', 'recently outed lgbtq  identity', 'recent discharge from care facility'}",[],1,10,7851
76,0,1,0,4,20,5,20,0.52669793,0,20,0,1,19,"{'drug house nearby pattern', 'family outing wander pattern', 'concerning behavior pattern', 'lost and anxious pattern', 'sewer entry pattern', 'bridge venture pattern', 'sewer wander pattern', 'forest wander pattern', 'safe after search pattern', 'forest area belief pattern', 'refuge sought pattern', 'distress pattern', 'wooded area taken pattern', 'unusual behavior pattern', 'public transit escape pattern', 'safe after loss pattern', 'remote cabin nearby pattern', 'cabin wander pattern', 'sewer refuge pattern', 'bridge railings pattern'}","{'financial difficulties', 'missing since court appearance', 'recently released from prison', 'believed to be in forested area', 'recent discharge from care facility'}",[],1,20,7863
77,1,4,0,1,12,6,12,0.31006053,0,18,0,1,17,"{'spiritual pilgrimage pattern', 'unspecified location encounter pattern', 'synagogue visit pattern', 'relationship breakdown pattern', 'self harm attempt pattern', 'assisted living facility departure pattern', 'deviation from planned route pattern', 'gang territory encounter pattern', 'political fraternity association pattern', 'phone left behind pattern', 'hospital area encounter pattern', 'cliff area encounter pattern'}","{'avoiding social services', 'withdrew from family', 'associated with political fringe group', 'religious or spiritual pilgrimage', 'left phone at home', 'relationship breakdown'}",[],1,12,7898
78,0,1,0,1,7,2,7,0.24514626,3,4,3,0,7,"{'disappearing from familiar environment pattern', 'wandering into unfamiliar areas pattern', 'leaving with companion without notification pattern', 'disappearing during group activity pattern', 'straying from group pattern', 'disappearing without warning pattern', 'disappearing while with companion pattern'}","{'possible boating incident', 'withdrawn from university'}",[],1,7,7927
79,0,1,0,1,5,2,5,0.38508922,0,123,0,4,119,"{'rooftop escape pattern', 'self harm attempt pattern', 'family disownment pattern', 'disorientation pattern', 'financial strain pattern'}","{'disowned by family', 'unpaid debts'}",[],1,5,8087
80,7,1,1,1,22,6,22,0.428117,0,23,0,1,22,"{'rest area near cliff pattern', 'shelter near home pattern', 'wrong turn pattern', 'shelter cliff rest area pattern', 'self harm attempt pattern', 'yoga class absence pattern', 'rest area nearby cliff pattern', 'cliff edge observation pattern', 'identity crisis pattern', 'identity crisis financial issues pattern', 'home departure pattern', 'alias usage pattern', 'mental health issues pattern', 'chronic illness stress pattern', 'identity crisis mental health pattern', 'rest area commute pattern', 'rest area cliff with others pattern', 'cliff after yoga class pattern', 'mental health issues identity crisis pattern', 'cliff rest area shelter pattern', 'cliff vanish pattern', 'rest area departure pattern'}","{'used aliases in past', 'possible witness to crime', 'financial difficulties', 'identity crisis', 'chronic illness stress', 'mental health issues'}","[('used aliases in past', 'alias usage pattern')]",1,22,8096
81,1,2,0,0,6,3,6,0.35109442,6,1,21,1,21,"{'national park visit pattern', 'domestic tension pattern', 'phone left at home pattern', 'ferry boarding pattern', 'minor criminal activity pattern', 'grandmother visit pattern'}","{'possible ferry boarding', 'involved in criminal activity', 'left phone at home'}",[],3,6,8111
82,0,1,0,0,12,1,12,0.27799544,1,44,0,4,40,"{'legal dispute stress pattern', 'petting zoo sighting pattern', 'time for reflection pattern', 'safe recovery pattern', 'amusement park disappearance pattern', 'facility departure pattern', 'self harm attempt pattern', 'reflection pattern', 'deviation pattern', 'disorientation pattern', 'disability disregard pattern', 'stress avoidance pattern'}",{'involved in legal dispute'},[],1,12,8135
83,0,2,0,1,3,3,3,0.55229634,3,2,8,0,10,"{'detouring pattern', 'deportation fear pattern', 'commune joining pattern'}","{'possibly joined commune', 'fear of deportation', 'believed to be in another city'}",[],3,3,8137
84,0,0,0,0,19,0,19,0.35639977,5,17,2,1,18,"{'false alarm pattern', 'search launched pattern', 'resolved case pattern', 'left for meeting pattern', 'reported to police pattern', 'found safe pattern', 'expected to attend social engagement pattern', 'sudden change in location pattern', 'expressing feelings of overwhelm pattern', 'sudden change in behavior pattern', 'investigation launched pattern', 'concerns expressed by others pattern', 'avoiding social engagements pattern', 'cooperative with authorities pattern', 'last seen at residence pattern', 'sudden absence pattern', 'reported missing from home pattern', 'overwhelmed by work pattern', 'unexpected disappearance pattern'}",set(),[],1,19,8154
85,0,3,0,1,11,4,11,0.43942985,0,19,0,1,18,"{'online stranger contact pattern', 'cult location interest pattern', 'stranger contact pattern', 'withdrawal from family pattern', 'forest attraction pattern', 'self harm attempt pattern', 'stranger interaction pattern', 'sudden communication cut pattern', 'mysterious setting attraction pattern', 'planned adventure pattern', 'cult location association pattern'}","{'contacted a stranger before vanishing', 'withdrew from family', 'cut off communications', 'recently moved to area'}",[],1,11,8256
86,1,3,0,1,10,5,10,0.45214787,0,10,0,1,9,"{'care facility release pattern', 'avoiding contact pattern', 'cruise ship and roadhouse association pattern', 'bus and cruise ship association pattern', 'cruise ship association pattern', 'prison release erratic behavior pattern', 'self harm attempt pattern', 'school abduction suspicion pattern', 'missing work without contact pattern', 'abduction after missing work pattern'}","{'missed work with no contact', 'recently released from prison', 'abduction suspicion', 'recent discharge from care facility', 'noted to act erratically'}",[],1,10,8276
87,1,2,1,0,22,4,22,0.3033538,3,46,1,2,45,"{'nightclub visit pattern', 'bingo hall visit pattern', 'leisurely walk pattern', 'medical clinic visit pattern', 'self harm attempt pattern', 'residence departure pattern', 'rooftop party pattern', 'bar visit pattern', 'book club meeting pattern', 'night out pattern', 'highway rooftop visit pattern', 'chronic illness stress pattern', 'colleague visit pattern', 'rooftop visit pattern', 'erratic behavior pattern', 'hotel visit pattern', 'disoriented in bar pattern', 'bar nightclub visit pattern', 'restaurant visit pattern', 'solitude seeking pattern', 'worrisome circumstances pattern', 'family visit pattern'}","{'missing after night out', 'lived in converted van', 'chronic illness stress', 'noted to act erratically'}","[('noted to act erratically', 'erratic behavior pattern')]",1,22,8282
88,1,0,0,0,14,1,13,0.47334686,0,13,0,0,13,"{'influenced by others', 'arcade visit', 'intentional solitude', 'elevator entry', 'expressed desire to disappear', 'attempt to leave event', 'sports arena visit', 'contemplating escape', 'guided by passerby', 'elevator snack', 'wrong turn', 'vanish after event', 'docks visit', 'calm leaving area'}",{'expressed desire to disappear'},[],1,14,8431
89,0,2,0,0,10,2,10,0.3484326,3,9,1,0,10,"{'cliff edge walking pattern', 'disoriented at unknown location pattern', 'disoriented after search pattern', 'withdrawn after bereavement pattern', 'height fascination pattern', 'familiarity with area pattern', 'wandering near workplace pattern', 'withdrawn from activities pattern', 'wandering off pattern', 'wandering due to dementia pattern'}","{'withdrawn from university', 'recent bereavement'}",[],1,10,8435
90,0,0,0,1,5,1,5,0.3801181,0,15,0,2,13,"{'book club disappearance pattern', 'self harm attempt pattern', 'mobility support needed pattern', 'disorientation pattern', 'tunnel disappearance pattern'}",{'left home during argument'},[],1,5,8455
91,0,3,0,0,24,3,24,0.47200397,0,27,0,4,23,"{'contemplation refuge pattern', 'fresh start pattern', 'self harm attempt pattern', 'new location interest pattern', 'disorientation pattern', 'new life interest pattern', 'avoid authorities pattern', 'new life start pattern', 'childcare anonymity pattern', 'bunker interest pattern', 'disagreement vanish pattern', 'seclusion note pattern', 'escape reset pattern', 'escape from stress pattern', 'neglect to inform pattern', 'escape plan pattern', 'bunker hiding pattern', 'bunker refuge pattern', 'historical site explore pattern', 'fresh start planning pattern', 'unfamiliar location visit pattern', 'grocery store vanish pattern', 'bunker residence pattern', 'temporary refuge pattern'}","{'interested in starting new life', 'chronic illness stress', 'known to avoid authorities'}",[],1,24,8479
92,0,4,0,1,28,5,28,0.42720875,0,42,1,2,41,"{'son reported missing pattern', 'political fringer group association pattern', 'sister last seen pattern', 'self harm attempt pattern', 'dementia struggle pattern', 'planned visit pattern', 'walking route last seen pattern', 'history of disappearance pattern', 'cruise ship last seen pattern', 'home departure pattern', 'airplane cabin disappearance pattern', 'home reported missing pattern', 'highway last seen pattern', 'home vanish pattern', 'near north lane pattern', 'cabin last seen pattern', 'cruise ship disappearance pattern', 'garden area last seen pattern', 'no note departure pattern', 'cabin visit pattern', 'friend last seen pattern', 'home last seen pattern', 'neighbor last seen pattern', 'desire to disappear pattern', 'no note vanish pattern', 'cruise ship boarding pattern', 'flight vanish pattern', 'highway found pattern'}","{'associated with political fringe group', 'has gone missing before', 'left behind no note', 'expressed desire to disappear', 'living off grid'}",[],1,28,8488
